title,character,character_alias,actor
Captain America: The First Avenger,Steve Rogers,Captain America,Chris Evans
Captain America: The First Avenger,Peggy Carter,,Hayley Atwell
Captain America: The First Avenger,Bucky Barnes,Winter Soldier,Sebastian Stan
Captain America: The First Avenger,Colonel Chester Phillips,,Tommy Lee Jones
Captain America: The First Avenger,Johann Schmidt,Red Skull,Hugo Weaving
Captain America: The First Avenger,Howard Stark,,Dominic Cooper
Captain America: The First Avenger,Heinz Kruger,,Richard Armitage
Captain America: The First Avenger,Dr. Abraham Erskine,,Stanley Tucci
Captain America: The First Avenger,Nick Fury,Director Fury,Samuel L. Jackson
Captain America: The First Avenger,Dr. Arnim Zola,,Toby Jones
Captain America: The First Avenger,Timothy 'Dum Dum' Dugan,,Neal McDonough
Captain America: The First Avenger,Gabe Jones,,Derek Luke
Captain America: The First Avenger,Jim Morita,,Kenneth Choi
Captain America: The First Avenger,James Montgomery Falsworth,,JJ Feild
Captain America: The First Avenger,Jacques Dernier,,Bruno Ricci
Captain America: The First Avenger,Gilmore Hodge,,Lex Shrapnel
Captain America: The First Avenger,Senator Brandt,,Michael Brandon
Marvel One-Shot: Agent Carter,Peggy Carter,,Hayley Atwell
Marvel One-Shot: Agent Carter,Agent Flynn,,Bradley Whitford
Marvel One-Shot: Agent Carter,Howard Stark,,Dominic Cooper
Marvel One-Shot: Agent Carter,Timothy 'Dum Dum' Dugan,,Neal McDonough
Agent Carter,Peggy Carter,,Hayley Atwell
Agent Carter,Edwin Jarvis,,James D'Arcy
Agent Carter,Daniel Sousa,,Enver Gjokaj
Agent Carter,Jack Thompson,,Chad Michael Murray
Agent Carter,Whitney Frost,,Wynn Everett
Agent Carter,Jason Wilkes,,Reggie Austin
Agent Carter,Dottie Underwood,,Bridget Regan
Agent Carter,Rose,,Lesley Boone
Agent Carter,Roger Dooley,,Shea Whigham
Agent Carter,Angie Martinelli,,Lyndsy Fonseca
Agent Carter,Calvin Chadwick,,Currie Graham
Agent Carter,Ana Jarvis,,Lotte Verbeek
Agent Carter,Vernon Masters,,Kurtwood Smith
Agent Carter,Howard Stark,,Dominic Cooper
Agent Carter,Dr. Samberly,,Matt Braunger
Agent Carter,Joseph Manfredi,,Ken Marino
Agent Carter,Agent Vega,,Rey Valentin
Agent Carter,Agent Yauch,,Alexander Carroll
Agent Carter,Dr. Ivchenko,,Ralph Brown
Agent Carter,Hugh Jones,,Ray Wise
Agent Carter,Miriam Fry,,Meagen Fay
Agent Carter,Ray Krzeminski,,Kyle Bornheimer
Agent Carter,Rufus,,Chris Browning
Agent Carter,Violet,,Sarah Bolger
Agent Carter,Dr. Chung,,Tom Choi
Agent Carter,Leet Brannis,,James Frain
Agent Carter,Michael Carter,,Max Brown
Agent Carter,Sasha Demidov,,James Landry Hébert
Agent Carter,Thomas Gloucester,,Casey Sander
Agent Carter,Nonna Manfredi,,Tina D'Marco
Agent Carter,Sheldon McFee,,Devin Ratray
Agent Carter,Miles Van Ert,,James Urbaniak
Agent Carter,Agent Ryan,,Christopher Allen
Agent Carter,Director Kenneth,,Randy Sklar
Agent Carter,Agent Butch Wallace,,Patrick Robert Smith
Agent Carter,Alex Doobin,,Kevin Cotteleer
Agent Carter,Betty Carver (Radio Actor),,Erin Torpey
Agent Carter,Agent Ford,,Brian Glanney
Agent Carter,Agent Fisher,,Kevin Ashworth
Agent Carter,Agent Blackwell,,Russell Edge
Agent Carter,Timothy 'Dum Dum' Dugan,,Neal McDonough
Agent Carter,Happy Sam Sawyer,,Leonard Roberts
Agent Carter,Detective Prendergast,,Glenn Taranto
Agent Carter,Loretta Dooley,,Sarah Bloom
Agent Carter,Wilma Cully,,Samaire Armstrong
Agent Carter,Colonel Ernst Mueller,,Jack Conley
Agent Carter,Ovechkin,,Pawel Szajda
Agent Carter,Dr. Seth Honicky,,Rick Peters
Agent Carter,Agent Rick Ramirez,,Greg Serano
Agent Carter,Walt Cooper,,John Prosky
Agent Carter,Uncle Bud,,Chris Mulkey
Agent Carter,Torrance,,John Balma
Agent Carter,Dr. Arnim Zola,,Toby Jones
Agent Carter,Colleen O'Brien,,Ashley Hinshaw
Agent Carter,Otto Mink,,Gregory Sporleder
Agent Carter,Agent Mike Li,,Eddie Shin
Agent Carter,Detective Andrew Henry,,Sean O'Bryan
Agent Carter,Mr. Edwards,,Christopher Grove
Agent Carter,Frank,,John Bishop
Agent Carter,Nikola,,Alex Veadov
Agent Carter,Officer Pike,,DaJuan Johnson
Agent Carter,Albert,,Steven Hack
Captain Marvel,Carol Danvers,Captain Marvel,Brie Larson
Captain Marvel,Nick Fury,,Samuel L. Jackson
Captain Marvel,Talos,Keller,Ben Mendelsohn
Captain Marvel,Yon-Rogg,,Jude Law
Captain Marvel,Supreme Intelligence,Dr. Wendy Lawson,Annette Bening
Captain Marvel,Korath,,Djimon Hounsou
Captain Marvel,Ronan,,Lee Pace
Captain Marvel,Maria Rambeau,,Lashana Lynch
Captain Marvel,Minn-Erva,,Gemma Chan
Captain Marvel,Agent Coulson,,Clark Gregg
Captain Marvel,Bron-Char,,Rune Temte
Captain Marvel,Att-Lass,,Algenis Perez Soto
Captain Marvel,Monica Rambeau,,Akira Akbar
Captain Marvel,Norex,,Matthew Maher
Captain Marvel,Soh-Larr,,Chuku Modu
Captain Marvel,Hero Torfan,,Vik Sahay
Captain Marvel,Steve Danvers,,Colin Ford
Captain Marvel,Joseph Danvers,,Kenneth Mitchell
Captain Marvel,Bret Johnson,,Pete Ploszek
Captain Marvel,Spider,,Matthew 'Spider' Kimmel
Captain Marvel,Cajun,,Stephen 'Cajun' Del Bagno
Iron Man,Tony Stark,Iron Man,Robert Downey Jr.
Iron Man,James Rhodes,War Machine,Terrence Howard
Iron Man,Obadiah Stane,Iron monger/Obi,Jeff Bridges
Iron Man,Pepper Potts,,Gwyneth Paltrow
Iron Man,Christine Everhart,Ms. Brown,Leslie Bibb
Iron Man,Yinsen,,Shaun Toub
Iron Man,Raza,,Faran Tahir
Iron Man,Agent Coulson,Phil Coulson,Clark Gregg
Iron Man,General Gabriel,,Bill Smitrovich
Iron Man,Abu Bakaar,,Sayed Badreya
Iron Man,JARVIS,,Paul Bettany
Iron Man,Happy Hogan,,Jon Favreau
Iron Man,William Ginter Riva,,Peter Billingsley
Iron Man,Major Allen,,Tim Guinee
Iron Man 2,Tony Stark,,Robert Downey Jr.
Iron Man 2,Pepper Potts,,Gwyneth Paltrow
Iron Man 2,James Rhodes,War machine,Don Cheadle
Iron Man 2,Natasha Romanoff,Black Widow,Scarlett Johansson
Iron Man 2,Justin Hammer,,Sam Rockwell
Iron Man 2,Ivan Vanko,Whiplash,Mickey Rourke
Iron Man 2,Nick Fury,Director Fury,Samuel L. Jackson
Iron Man 2,Agent Coulson,Phil Coulson,Clark Gregg
Iron Man 2,Howard Stark,,John Slattery
Iron Man 2,Senator Stern,,Garry Shandling
Iron Man 2,JARVIS,,Paul Bettany
Iron Man 2,Christine Everhart,Ms. Brown,Leslie Bibb
Iron Man 2,Happy Hogan,,Jon Favreau
Iron Man 2,Christiane Amanpour,,Christiane Amanpour
Iron Man 2,Detective Lemieux,,Philippe Bergeron
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Agent Coulson,,Clark Gregg
Thor,Thor,God of Thunder,Chris Hemsworth
Thor,Jane Foster,,Natalie Portman
Thor,Loki,God of Mischief,Tom Hiddleston
Thor,Odin,God of war,Anthony Hopkins
Thor,Erik Selvig,,Stellan Skarsgård
Thor,Darcy Lewis,,Kat Dennings
Thor,Agent Coulson,Phil Coulson,Clark Gregg
Thor,King Laufey,,Colm Feore
Thor,Heimdall,,Idris Elba
Thor,Volstagg,,Ray Stevenson
Thor,Hogun,Hogun the grim,Tadanobu Asano
Thor,Fandral,,Josh Dallas
Thor,Sif,Lady Sif,Jaimie Alexander
Thor,Frigga,Queen Frigga,Rene Russo
Thor,Isabela Alvarez,,Adriana Barraza
Thor,Agent Sitwell,,Maximiliano Hernández
Thor,Agent Delancey,,Buddy Sosthand
Thor,Agent Jackson,,Jamie McShane
Thor,Agent Garrett,,Dale Godboldo
Thor,Agent Cale,,Patrick O'Brien Demsey
The Incredible Hulk,Bruce Banner,The Hulk,Edward Norton
The Incredible Hulk,Betty Ross,,Liv Tyler
The Incredible Hulk,Emil Blonsky,,Tim Roth
The Incredible Hulk,Secretary Ross,,William Hurt
The Incredible Hulk,Samuel Sterns,,Tim Blake Nelson
The Incredible Hulk,Leonard,,Ty Burrell
The Incredible Hulk,Major Kathleen Sparr,,Christina Cabot
The Incredible Hulk,General Joe Greller,,Peter Mensah
The Incredible Hulk,Stanley,,Paul Soles
The Incredible Hulk,Martina,,Débora Nascimento
Marvel One-Shot: The Consultant,Agent Coulson,,Clark Gregg
Marvel One-Shot: The Consultant,Agent Sitwell,,Maximiliano Hernández
The Avengers,Tony Stark,Iron Man,Robert Downey Jr.
The Avengers,Steve Rogers,Captain America,Chris Evans
The Avengers,Bruce Banner,The Hulk,Mark Ruffalo
The Avengers,Thor,God of Thunder,Chris Hemsworth
The Avengers,Natasha Romanoff,Black Widow,Scarlett Johansson
The Avengers,Clint Barton,Hawkeye,Jeremy Renner
The Avengers,Loki,God of mischief,Tom Hiddleston
The Avengers,Agent Coulson,Phil Coulson,Clark Gregg
The Avengers,Maria Hill,,Cobie Smulders
The Avengers,Selvig,,Stellan Skarsgård
The Avengers,Nick Fury,Director Fury,Samuel L. Jackson
The Avengers,Pepper Potts,,Gwyneth Paltrow
The Avengers,JARVIS,,Paul Bettany
The Avengers,The Other,,Alexis Denisof
The Avengers,Shawna Lynde,,Romy Rosemont
The Avengers,Senator Boynton,,James Eckhouse
The Avengers,Stan Lee,,Stan Lee
The Avengers,Pat Kiernan,,Pat Kiernan
The Avengers,Thomas Roberts,,Thomas Roberts
Marvel One-Shot: Item 47,Claire Weiss,,Lizzy Caplan
Marvel One-Shot: Item 47,Bennie Pollock,,Jesse Bradford
Marvel One-Shot: Item 47,Agent Jasper Sitwell,,Maximiliano Hernández
Marvel One-Shot: Item 47,Agent Blake,,Titus Welliver
Iron Man 3,Tony Stark,Iron Man,Robert Downey Jr.
Iron Man 3,Pepper Potts,,Gwyneth Paltrow
Iron Man 3,James Rhodes,War Machine,Don Cheadle
Iron Man 3,Aldrich Killian,Mandarin,Guy Pearce
Iron Man 3,Maya Hansen,,Rebecca Hall
Iron Man 3,Happy Hogan,,Jon Favreau
Iron Man 3,Trevor Slattery,,Ben Kingsley
Iron Man 3,Savin,,James Badge Dale
Iron Man 3,Brandt,,Stephanie Szostak
Iron Man 3,JARVIS,,Paul Bettany
Iron Man 3,President Ellis,,William Sadler
Iron Man 3,Mrs. Davis,,Dale Dickey
Iron Man 3,Harley Keener,,Ty Simpkins
Iron Man 3,Vice President Rodriguez,,Miguel Ferrer
Iron Man 3,Doctor Wu,,Xueqi Wang
Iron Man 3,Ho Yinsen,,Shaun Toub
Iron Man 3,Pat Kiernan,,Pat Kiernan
Iron Man 3,Josh Elliott,,Josh Elliott
Iron Man 3,Megan Henderson,,Megan Henderson
Iron Man 3,Thomas Roberts,,Thomas Roberts
Iron Man 3,Bill Maher,,Bill Maher
Iron Man 3,Joan Rivers,,Joan Rivers
Iron Man 3,George Kotsiopoulos,,George Kotsiopoulos
Marvel One-Shot: All Hail the King,Trevor Slattery,,Ben Kingsley
Marvel One-Shot: All Hail the King,Jackson Norris,,Scoot McNairy
Marvel One-Shot: All Hail the King,Herman,,Lester Speight
Marvel One-Shot: All Hail the King,Justin Hammer,,Sam Rockwell
Marvel One-Shot: All Hail the King,White Power Dave,,Matt Gerald
Marvel One-Shot: All Hail the King,Fletcher Heggs,,Allen Maldonado
Marvel One-Shot: All Hail the King,Bar Monkey,,Crystal the Monkey
Agents of S.H.I.E.L.D.,Agent Coulson,Phil Coulson,Clark Gregg
Agents of S.H.I.E.L.D.,Melinda May,,Ming-Na Wen
Agents of S.H.I.E.L.D.,Daisy 'Skye' Johnson,,Chloe Bennet
Agents of S.H.I.E.L.D.,Jemma Simmons,,Elizabeth Henstridge
Agents of S.H.I.E.L.D.,Leo Fitz,,Iain De Caestecker
Agents of S.H.I.E.L.D.,Alphonso 'Mack' Mackenzie,,Henry Simmons
Agents of S.H.I.E.L.D.,Grant Ward,,Brett Dalton
Agents of S.H.I.E.L.D.,Elena 'Yo-Yo' Rodriguez,,Natalia Cordova-Buckley
Agents of S.H.I.E.L.D.,Deke Shaw,,Jeff Ward
Agents of S.H.I.E.L.D.,Lance Hunter,,Nick Blood
Agents of S.H.I.E.L.D.,Bobbi Morse,,Adrianne Palicki
Agents of S.H.I.E.L.D.,Lincoln Campbell,,Luke Mitchell
Agents of S.H.I.E.L.D.,Holden Radcliffe,,John Hannah
Agents of S.H.I.E.L.D.,Agent Davis,,Maximilian Osinski
Agents of S.H.I.E.L.D.,Enoch,,Joel Stoffer
Agents of S.H.I.E.L.D.,Glenn Talbot,,Adrian Pasdar
Agents of S.H.I.E.L.D.,Antoine Triplett,,B.J. Britt
Agents of S.H.I.E.L.D.,Agent Piper,,Briana Venskus
Agents of S.H.I.E.L.D.,Aida,,Mallory Jansen
Agents of S.H.I.E.L.D.,Raina,,Ruth Negga
Agents of S.H.I.E.L.D.,Jeffrey Mace,,Jason O'Mara
Agents of S.H.I.E.L.D.,Calvin Zabo,,Kyle MacLachlan
Agents of S.H.I.E.L.D.,Mike Peterson,,J. August Richards
Agents of S.H.I.E.L.D.,Sunil Bakshi,,Simon Kassianides
Agents of S.H.I.E.L.D.,Burrows,,Patrick Cavanaugh
Agents of S.H.I.E.L.D.,Gideon Malick,,Powers Boothe
Agents of S.H.I.E.L.D.,Jiaying,,Dichen Lachman
Agents of S.H.I.E.L.D.,Gordon,,Jamie Harris
Agents of S.H.I.E.L.D.,Giyera,,Mark Dacascos
Agents of S.H.I.E.L.D.,General Hale,,Catherine Dent
Agents of S.H.I.E.L.D.,Daniel Sousa,,Enver Gjokaj
Agents of S.H.I.E.L.D.,Billy Koenig,,Patton Oswalt
Agents of S.H.I.E.L.D.,Andrew Garner,,Blair Underwood
Agents of S.H.I.E.L.D.,Ghost Rider,,Gabriel Luna
Agents of S.H.I.E.L.D.,Anton Ivanov,,Zach McGowan
Agents of S.H.I.E.L.D.,Daniel Whitehall,,Reed Diamond
Agents of S.H.I.E.L.D.,Carl Creel,,Brian Patrick Wade
Agents of S.H.I.E.L.D.,Flint,,Coy Stewart
Agents of S.H.I.E.L.D.,Agent Weaver,,Christine Adams
Agents of S.H.I.E.L.D.,Nathaniel Malick,,Thomas E. Sullivan
Agents of S.H.I.E.L.D.,Kasius,,Dominic Rains
Agents of S.H.I.E.L.D.,Ian Quinn,,David Conrad
Agents of S.H.I.E.L.D.,Sinara,,Florence Faivre
Agents of S.H.I.E.L.D.,Rosalind Price,,Constance Zimmer
Agents of S.H.I.E.L.D.,Kara Lynn Palamas,,Maya Stojan
Agents of S.H.I.E.L.D.,Werner von Strucker,,Spencer Treat Clark
Agents of S.H.I.E.L.D.,Ava,,Tunisha Hubbard
Agents of S.H.I.E.L.D.,Izel,,Karolina Wydra
Agents of S.H.I.E.L.D.,J.T. James,,Axle Whitehead
Agents of S.H.I.E.L.D.,Polly Hinton,,Lola Glaudini
Agents of S.H.I.E.L.D.,Snowflake,,Brooke Williams
Agents of S.H.I.E.L.D.,Jaco,,Winston James Francis
Agents of S.H.I.E.L.D.,John Garrett,,Bill Paxton
Agents of S.H.I.E.L.D.,Luke,,Tobias Jelinek
Agents of S.H.I.E.L.D.,Ruby,,Dove Cameron
Agents of S.H.I.E.L.D.,Qovas,,Peter Mensah
Agents of S.H.I.E.L.D.,Lash,,Matthew Willig
Agents of S.H.I.E.L.D.,Joey Gutierrez,,Juan Pablo Raba
Agents of S.H.I.E.L.D.,Luther Banks,,Andrew Howard
Agents of S.H.I.E.L.D.,Malachi,,Christopher James Baker
Agents of S.H.I.E.L.D.,Agent Prince,,Ricardo Walker
Agents of S.H.I.E.L.D.,Agent Anderson,,Alexander Wraith
Agents of S.H.I.E.L.D.,Robin Hinton,,Lexy Kolker
Agents of S.H.I.E.L.D.,Agent Diaz,,Geri-Nikole Love
Agents of S.H.I.E.L.D.,Alisha Whitley,,Alicia Vela-Bailey
Agents of S.H.I.E.L.D.,Carla Talbot,,Raquel Gardner
Agents of S.H.I.E.L.D.,Kora,,Dianne Doan
Agents of S.H.I.E.L.D.,Senator Ellen Nadeer,,Parminder Nagra
Agents of S.H.I.E.L.D.,Eli Morrow,,José Zúñiga
Agents of S.H.I.E.L.D.,Tess,,Eve Harlow
Agents of S.H.I.E.L.D.,Dr. Marcus Benson,,Barry Shabaka Henley
Agents of S.H.I.E.L.D.,Lucy Bauer,,Lilli Birdsell
Agents of S.H.I.E.L.D.,Sibyl,,Tamara Taylor
Agents of S.H.I.E.L.D.,Hope Mackenzie,,Jordan Rivera
Agents of S.H.I.E.L.D.,Pax,,Matt O'Leary
Agents of S.H.I.E.L.D.,Candice Lee,,Shontae Saldana
Agents of S.H.I.E.L.D.,Robert Gonzales,,Edward James Olmos
Agents of S.H.I.E.L.D.,Kebo,,Daz Crawford
Agents of S.H.I.E.L.D.,Agent Oliver,,Mark Allan Stewart
Agents of S.H.I.E.L.D.,Victoria Hand,,Saffron Burrows
Agents of S.H.I.E.L.D.,Gabe Reyes,,Lorenzo James Henrie
Agents of S.H.I.E.L.D.,Trevor Khan,,Shainu Bala
Agents of S.H.I.E.L.D.,Grill,,Pruitt Taylor Vince
Agents of S.H.I.E.L.D.,General Rick Stoner,,Patrick Warburton
Agents of S.H.I.E.L.D.,Toad,,T.J. Alvarado
Agents of S.H.I.E.L.D.,Boyle,,Scott Kruse
Agents of S.H.I.E.L.D.,Agent Nathanson,,Blaise Miller
Agents of S.H.I.E.L.D.,Kree Watch Commander,,Jay Hunter
Agents of S.H.I.E.L.D.,Agent Julian,,Matthew Law
Agents of S.H.I.E.L.D.,Alistair Fitz,,David O'Hara
Agents of S.H.I.E.L.D.,Tucker Shockley,,John Pyper-Ferguson
Agents of S.H.I.E.L.D.,Felix Blake,,Titus Welliver
Agents of S.H.I.E.L.D.,Jasper Sitwell,,Maximiliano Hernández
Agents of S.H.I.E.L.D.,Edison Po,,Cullen Douglas
Agents of S.H.I.E.L.D.,John Garrett,,James Paxton
Agents of S.H.I.E.L.D.,Agent Keller,,Lucas Bryant
Agents of S.H.I.E.L.D.,Vijay Nadeer,,Manish Dayal
Agents of S.H.I.E.L.D.,President Ellis,,William Sadler
Agents of S.H.I.E.L.D.,Joseph Bauer,,Kerr Smith
Agents of S.H.I.E.L.D.,Agent O'Brien,,Derek Phillips
Agents of S.H.I.E.L.D.,Atarah,,Sherri Saum
Agents of S.H.I.E.L.D.,Ace Peterson,,Ajani Wrighster
Agents of S.H.I.E.L.D.,Hugo,,Ward Roberts
Agents of S.H.I.E.L.D.,Maria Hill,,Cobie Smulders
Agents of S.H.I.E.L.D.,Kenneth Turgeon,,Adam Kulbersh
Agents of S.H.I.E.L.D.,Vincent,,Usman Ally
Agents of S.H.I.E.L.D.,Lucio,,Gabriel Salvador
Agents of S.H.I.E.L.D.,Tye,,Max E. Williams
Agents of S.H.I.E.L.D.,Baal-Gad,,Christian Ochoa Lavernia
Agents of S.H.I.E.L.D.,Isaiah,,Jan Uddin
Agents of S.H.I.E.L.D.,Agent Kaminsky,,Jeffrey Muller
Agents of S.H.I.E.L.D.,Kimball,,Katy M. O'Brian
Agents of S.H.I.E.L.D.,Dr. List,,Henry Goodman
Agents of S.H.I.E.L.D.,Hek-Sel,,Luke Massy
Agents of S.H.I.E.L.D.,Lady Sif,,Jaimie Alexander
Agents of S.H.I.E.L.D.,Professor Elliot Randolph,,Peter MacNicol
Agents of S.H.I.E.L.D.,Donnie Gill,,Dylan Minnette
Agents of S.H.I.E.L.D.,Jimmy Mackenzie,,Robert Belushi
Agents of S.H.I.E.L.D.,Marcus Daniels,,Patrick Brennan
Agents of S.H.I.E.L.D.,Dr. Streiten,,Ron Glass
Agents of S.H.I.E.L.D.,Peggy Carter,,Hayley Atwell
Agents of S.H.I.E.L.D.,Wilfred 'Freddy' Malick,,Darren Barnet
Agents of S.H.I.E.L.D.,Wilfred 'Freddy' Malick,,Neal Bledsoe
Agents of S.H.I.E.L.D.,Nick Fury,Director Fury,Samuel L. Jackson
Agents of S.H.I.E.L.D.,Isabelle 'Izzy' Hartley,,Lucy Lawless
Agents of S.H.I.E.L.D.,Agent Calderon,,Kirk Acevedo
Agents of S.H.I.E.L.D.,Tony Caine,,Jake Busey
Agents of S.H.I.E.L.D.,Viola,,Nora Zehetner
Agents of S.H.I.E.L.D.,Agent Shaw,,Charles Halford
Agents of S.H.I.E.L.D.,Kree Captain,,Derek Mears
Agents of S.H.I.E.L.D.,Samuel Voss,,Michael McGrady
Agents of S.H.I.E.L.D.,Roxy Glass,,Tipper Newton
Agents of S.H.I.E.L.D.,Main Guard,,Brandon Molale
Agents of S.H.I.E.L.D.,General Jacobs,,Glenn Morshower
Agents of S.H.I.E.L.D.,Stephanie Malick,,Bethany Joy Lenz
Agents of S.H.I.E.L.D.,Agent Brandon Gamble,,Stephen Bishop
Agents of S.H.I.E.L.D.,Agent Ford,,Dawan Owens
Agents of S.H.I.E.L.D.,Will Daniels,,Dillon Casey
Agents of S.H.I.E.L.D.,Sebastian Derik,,Brian Van Holt
Agents of S.H.I.E.L.D.,Christian Ward,,Tim DeKay
Agents of S.H.I.E.L.D.,Faulnak,,Samuel Roukin
Agents of S.H.I.E.L.D.,Chief Wellins,,Stewart Skelton
Agents of S.H.I.E.L.D.,Lilla Mackenzie,,Paulina Lule
Agents of S.H.I.E.L.D.,Young Gideon Malick,,Cameron Palatas
Agents of S.H.I.E.L.D.,Gunner,,James Harvey Ward
Agents of S.H.I.E.L.D.,Lieutenant Evans,,Zibby Allen
Agents of S.H.I.E.L.D.,Burnell,,Taj Speights
Agents of S.H.I.E.L.D.,John Mackenzie,,Sedale Threatt Jr.
Agents of S.H.I.E.L.D.,Anton Petrov,,Ravil Isyanov
Agents of S.H.I.E.L.D.,Zev,,Kaleti Williams
Agents of S.H.I.E.L.D.,Gordon,,Fin Argus
Agents of S.H.I.E.L.D.,Idaho,,Wilmer Calderon
Agents of S.H.I.E.L.D.,Spectre 1,,Eric Schloesser
Agents of S.H.I.E.L.D.,Agent Kim,,Chen Tang
Agents of S.H.I.E.L.D.,Long-Haired Gambler,,Douglas Bennett
Agents of S.H.I.E.L.D.,Kirk Vogel,,Mark Atteberry
Agents of S.H.I.E.L.D.,Bynum,,Bryan Keith
Agents of S.H.I.E.L.D.,Spectre 2,,Kevin Alexander Stea
Agents of S.H.I.E.L.D.,Lindsay,,Teodora Marcella
Agents of S.H.I.E.L.D.,Dallas Wyatt,,Trenton Rostedt
Agents of S.H.I.E.L.D.,The Vicar,,Isaac C. Singleton Jr.
Agents of S.H.I.E.L.D.,Montalban,,Ski Carr
Agents of S.H.I.E.L.D.,Aunt Mindy,,Nicole J. Butler
Agents of S.H.I.E.L.D.,Dr. Goodman,,Imelda Corcoran
Agents of S.H.I.E.L.D.,Diego,,Carlos Rivera Marchand
Agents of S.H.I.E.L.D.,Agent Thomas,,Brent Bailey
Agents of S.H.I.E.L.D.,Spectre 3,,Gina Gonsalves
Agents of S.H.I.E.L.D.,Admiral Jolnes,,Mark Berry
Agents of S.H.I.E.L.D.,Ernesto The Barber,,Ramon Hilario
Agents of S.H.I.E.L.D.,Shepard,,Christopher Charles
Agents of S.H.I.E.L.D.,Ethan,,Kris Lemche
Agents of S.H.I.E.L.D.,Armed S.H.I.E.L.D. Guard,,Deren Tadlock
Agents of S.H.I.E.L.D.,Maston-Dar,,Remington Hoffman
Agents of S.H.I.E.L.D.,Gretchen,,Michele Tobin
Agents of S.H.I.E.L.D.,Agent Wahl,,Dominic Daniel
Agents of S.H.I.E.L.D.,Tinker,,Xavier Jimenez
Agents of S.H.I.E.L.D.,Chris Adler,,Skyler James Sandak
Agents of S.H.I.E.L.D.,George Talbot,,Jack Fisher
Agents of S.H.I.E.L.D.,Agent More,,Miguel A. Lopez
Agents of S.H.I.E.L.D.,Katya,,Ava Acres
Agents of S.H.I.E.L.D.,News Reporter,,Liberte Chan
Agents of S.H.I.E.L.D.,Victoria Hand,,Rachele Schank
Agents of S.H.I.E.L.D.,Agent Phelps,,Anthony D. Washington
Agents of S.H.I.E.L.D.,Lars,,Jessen Noviello
Agents of S.H.I.E.L.D.,Tiny,,Paul Sanchez
Agents of S.H.I.E.L.D.,Lieutenant Decker,,Parisa Fakhri
Agents of S.H.I.E.L.D.,George Stephanopoulos,,George Stephanopoulos
Agents of S.H.I.E.L.D.,Camilla Reyes,,Leonor Varela
Agents of S.H.I.E.L.D.,Tobias,,Robert Baker
Agents of S.H.I.E.L.D.,Tony Diaz,,Vincent Laresca
Agents of S.H.I.E.L.D.,Akela Amador,,Pascale Armand
Agents of S.H.I.E.L.D.,Dr. Franklin Hall,,Ian Hart
Agents of S.H.I.E.L.D.,Jakob Nystrom,,Michael Graziadei
Agents of S.H.I.E.L.D.,Hannah,,Laura Seay
Agents of S.H.I.E.L.D.,Archeologist,,Carlos Leal
Agents of S.H.I.E.L.D.,Chan Ho Yin,,Louis Ozawa
Agents of S.H.I.E.L.D.,Kropsky,,Michael Klesic
Agents of S.H.I.E.L.D.,Audrey Nathan,,Amy Acker
Agents of S.H.I.E.L.D.,Lloyd Rathman,,Rob Huebel
Agents of S.H.I.E.L.D.,Olga Pachinko,,Jolene Andersen
Agents of S.H.I.E.L.D.,Petra Larsen,,Erin Way
Agents of S.H.I.E.L.D.,Vladimir,,Ilia Volok
Agents of S.H.I.E.L.D.,Qasim's Translator,,Assaf Cohen
Agents of S.H.I.E.L.D.,Taylor,,Christopher Gehrman
Agents of S.H.I.E.L.D.,Inn Keeper,,Julia Emelin
Agents of S.H.I.E.L.D.,Baker,,Robert Maffia
Agents of S.H.I.E.L.D.,Seth Dormer,,Daniel Zovatto
Agents of S.H.I.E.L.D.,Luca Russo,,Carlo Rota
Agents of S.H.I.E.L.D.,Virgil,,Deniz Akdeniz
Agents of S.H.I.E.L.D.,Russell Feldman,,Austin Basis
Agents of S.H.I.E.L.D.,Laura Hayward,,Molly McCook
Agents of S.H.I.E.L.D.,Miles Lydon,,Austin Nichols
Agents of S.H.I.E.L.D.,Gary,,Bob Stephenson
Agents of S.H.I.E.L.D.,Roger,,Josh Clark
Agents of S.H.I.E.L.D.,Todd Chesterfield,,Scott Subiono
Agents of S.H.I.E.L.D.,Adam Cross,,Rick Gifford
Agents of S.H.I.E.L.D.,Young Grant,,Trenton Rogers
Agents of S.H.I.E.L.D.,Marta,,Alison White
Agents of S.H.I.E.L.D.,Cusi,,Anthony Dilio
Agents of S.H.I.E.L.D.,Timothy 'Dum Dum' Dugan,,Neal McDonough
Agents of S.H.I.E.L.D.,Sofia,,Emily Baldoni
Agents of S.H.I.E.L.D.,Karla Faye Gideon,,Drea de Matteo
Agents of S.H.I.E.L.D.,Vin-Tak,,Eddie McClintock
Agents of S.H.I.E.L.D.,Mr. Kitson,,Anthony Michael Hall
Agents of S.H.I.E.L.D.,Cricket,,Ryan Donowho
Agents of S.H.I.E.L.D.,Captain William Dole,,Joe Reegan
Agents of S.H.I.E.L.D.,Dr. Pascal Vega,,Julian Acosta
Agents of S.H.I.E.L.D.,Englishman,,Dominic Burgess
Agents of S.H.I.E.L.D.,Agent Quan,,Tzi Ma
Agents of S.H.I.E.L.D.,Callie Hannigan,,Maiara Walsh
Agents of S.H.I.E.L.D.,Rooster,,Dylan Bruno
Agents of S.H.I.E.L.D.,Lian May,,Tsai Chin
Agents of S.H.I.E.L.D.,Mancini,,T.J. Ramini
