title,character,character_alias,actor
Hawkeye,Detective Caudle,,Ivan Mbakop
Hawkeye,Kingpin,,Vincent D'Onofrio
Hawkeye,Detective Rivera,,Franco Castan
Moon Knight,Marc Spector,Moon Knight,Oscar Isaac
Moon Knight,Arthur Harrow,,Ethan Hawke
Moon Knight,Layla El-Faouly,,May Calamawy
Moon Knight,Khonshu,,F. Murray Abraham
Moon Knight,Bobbi,,Ann Akinjirin
Moon Knight,Billy,,David Ganly
Moon Knight,Taweret,,Antonia Salib
Moon Knight,Selim,,Khalid Abdalla
Moon Knight,Crawley,,Shaun Scott
Moon Knight,Donna,,Lucy Thackeray
Moon Knight,Yatzil,,Díana Bermudez
Moon Knight,J.B.,,Alexander Cobb
Moon Knight,Bek,,Loic Mabanza
Moon Knight,Anton Mogart,,Gaspard Ulliel
Moon Knight,Wendy Spector,,Fernanda Andrade
She-Hulk: Attorney at Law,Jennifer Walters,,Tatiana Maslany
She-Hulk: Attorney at Law,Nikki Ramos,,Ginger Gonzaga
She-Hulk: Attorney at Law,Titania,,Jameela Jamil
She-Hulk: Attorney at Law,Holden Holliway,,Steve Coulter
She-Hulk: Attorney at Law,Mallory Book,,Renée Elise Goldsberry
She-Hulk: Attorney at Law,Augustus 'Pug' Pugliese,,Josh Segarra
She-Hulk: Attorney at Law,Abomination,,Tim Roth
She-Hulk: Attorney at Law,Morris Walters,,Mark Linn-Baker
She-Hulk: Attorney at Law,Cousin Ched,,Nicholas Cirillo
She-Hulk: Attorney at Law,Dennis Bukowski,,Drew Matthews
She-Hulk: Attorney at Law,Bruce Banner,,Mark Ruffalo
She-Hulk: Attorney at Law,Elaine Walters,,Tess Malis Kincaid
She-Hulk: Attorney at Law,Josh Miller,,Trevor Salter
She-Hulk: Attorney at Law,Wong,,Benedict Wong
She-Hulk: Attorney at Law,Wrecker,,Nick Gomez
She-Hulk: Attorney at Law,Thunderball,,Justin Eaton
She-Hulk: Attorney at Law,Pedro The Bartender,,Vas Sanchez
She-Hulk: Attorney at Law,Judge Price,,George Bryant
She-Hulk: Attorney at Law,Daredevil,,Charlie Cox
She-Hulk: Attorney at Law,Eugene Patilio,,Brandon Stanley
She-Hulk: Attorney at Law,Luke Jacobson,,Griffin Matthews
She-Hulk: Attorney at Law,Aunt Melanie,,Candice Rose
She-Hulk: Attorney at Law,Derek,,David Otunga
She-Hulk: Attorney at Law,Uncle Tucker,,Michael H. Cole
She-Hulk: Attorney at Law,Noah,,Eddy Rioseco
She-Hulk: Attorney at Law,Arthur,,Michel Curiel
She-Hulk: Attorney at Law,Donny Blaze,,Rhys Coiro
She-Hulk: Attorney at Law,Mr. Immortal,,David Pasquesi
She-Hulk: Attorney at Law,Man-Bull,,Nathan Hurd
She-Hulk: Attorney at Law,Madisynn,,Patty Guggenheim
She-Hulk: Attorney at Law,Lulu,,Patti Harrison
She-Hulk: Attorney at Law,El Aguila,,Joseph Castillo-Midyett
She-Hulk: Attorney at Law,Saracen,,Terrence Clowe
She-Hulk: Attorney at Law,Heather,,McKenzie Kurtz
She-Hulk: Attorney at Law,Cornelius P. Willows,,Leon Lamar
She-Hulk: Attorney at Law,Chuck Donelan,,John Pirruccello
She-Hulk: Attorney at Law,Porcupine,,Jordan Aaron Ford
She-Hulk: Attorney at Law,Runa,,Peg O'Keef
She-Hulk: Attorney at Law,Skeevy Guy,,Quincy Giles
She-Hulk: Attorney at Law,Alan,,Ryan Powers
She-Hulk: Attorney at Law,Hank Sanderson,,Mike Benitez
She-Hulk: Attorney at Law,Skaar,,Wil Deusner
Ms. Marvel,Kamala Khan,,Iman Vellani
Ms. Marvel,Bruno,,Matt Lintz
Ms. Marvel,Muneeba,,Zenobia Shroff
Ms. Marvel,Nakia,,Yasmeen Fletcher
Ms. Marvel,Kamran,,Rish Shah
Ms. Marvel,Yusuf,,Mohan Kapur
Ms. Marvel,Aamir,,Saagar Shaikh
Ms. Marvel,Sana,,Samina Ahmed
Ms. Marvel,Najma,,Nimra Bucha
Ms. Marvel,Agent Deever,,Alysia Reiner
Ms. Marvel,Auntie Ruby,,Anjali Bhimani
Ms. Marvel,Auntie Zara,,Sophia Mahmud
Ms. Marvel,Red Dagger,,Aramis Knight
Ms. Marvel,Agent Cleary,,Arian Moayed
Ms. Marvel,Zoe,,Laurel Marsden
Ms. Marvel,Sheikh Abdullah,,Laith Nakli
Werewolf by Night,Jack Russell,,Gael García Bernal
Werewolf by Night,Elsa Bloodstone,,Laura Donnelly
Werewolf by Night,Verussa,,Harriet Sansom Harris
Werewolf by Night,Jovan,,Kirk R. Thatcher
Werewolf by Night,Azarel,,Eugenie Bondurant
Werewolf by Night,Liorn,,Leonardo Nam
Werewolf by Night,Barasso,,Daniel J. Watts
Werewolf by Night,Billy Swan,,Al Hamacher
Werewolf by Night,Ted (The Man-Thing),,Carey Jones
Werewolf by Night,The Flaming Tuba,,David Silverman
Werewolf by Night,Ulysses Bloodstone,,Richard Dixon
Secret Invasion,Nick Fury,Director Fury,Samuel L. Jackson
Secret Invasion,Talos,,Ben Mendelsohn
Secret Invasion,Maria Hill,,Cobie Smulders
Secret Invasion,Special Agent Sonya Falsworth,,Olivia Colman
Secret Invasion,Rebel Skrull leader Gravik,,Kingsley Ben-Adir
Secret Invasion,Fiz,,Killian Scott
Secret Invasion,FSB Commander,,Ventsislav Yankov
Secret Invasion,James Rhodes,War Machine,Don Cheadle
Secret Invasion,Everett K. Ross,,Martin Freeman
